No.,genre,danceability,energy,loudness,acousticness,instrumentalness,liveness,speechiness
97,latin,0.643,0.769,-3.533,0.0858,0.0,0.205,0.0877
98,latin,0.816,0.578,-6.011,0.268,0.0,0.353,0.293
99,latin,0.817,0.737,-5.453,0.046,1.57e-05,0.092,0.102
0,opera,0.856,0.851,-6.006,0.000747,0.641,0.0585,0.0699
1,opera,0.701,0.935,-6.667,0.000592,0.881,0.268,0.0469
2,opera,0.943,0.956,-5.613,0.0238,0.148,0.0463,0.143
3,opera,0.806,0.898,-5.834,0.00734,0.588,0.0722,0.0539
4,opera,0.806,0.795,-6.608,0.000728,0.695,0.0763,0.0701
5,opera,0.779,0.854,-5.612,0.22,0.000438,0.396,0.118
6,opera,0.607,0.914,-5.02,3.8e-05,0.162,0.165,0.0547
7,opera,0.808,0.847,-6.788,0.0115,0.863,0.16,0.0619
8,opera,0.763,0.806,-6.204,0.0043,0.0,0.0776,0.0498
9,opera,0.768,0.809,-9.128,0.00556,0.533,0.105,0.042
10,opera,0.484,0.858,-5.679,0.00094,0.00216,0.372,0.0917
11,opera,0.789,0.679,-9.136,0.000917,0.501,0.0422,0.0593
12,opera,0.822,0.614,-9.596,0.000641,0.84,0.0856,0.14
13,opera,0.73,0.849,-6.899,0.00172,0.82,0.159,0.0378
14,opera,0.784,0.902,-3.552,0.013,0.089,0.0925,0.055
15,opera,0.816,0.949,-5.804,0.00545,0.864,0.0361,0.0589
16,opera,0.823,0.855,-5.577,0.000807,4.9e-06,0.345,0.0456
17,opera,0.778,0.877,-8.96,0.000351,0.712,0.114,0.0463
18,opera,0.704,0.978,-5.55,0.0433,0.386,0.426,0.21
19,opera,0.629,0.839,-5.768,0.000883,0.0364,0.109,0.0348
20,opera,0.636,0.934,-8.578,0.0225,0.297,0.122,0.0372
21,opera,0.745,0.967,-6.507,0.201,0.395,0.146,0.0593
22,opera,0.798,0.907,-6.042,0.01,0.000377,0.149,0.16
23,opera,0.83,0.993,-4.383,0.00839,0.725,0.0659,0.0637
24,opera,0.801,0.998,-3.63,0.0262,0.848,0.0971,0.0597
25,opera,0.749,0.951,-6.13,0.0314,0.824,0.0427,0.0465
26,opera,0.761,0.714,-7.194,0.00436,0.226,0.191,0.0498
27,opera,0.8,0.94,-6.182,0.0281,0.0105,0.0911,0.0606
28,opera,0.689,0.972,-3.567,0.0423,0.251,0.0673,0.0467
29,opera,0.754,0.96,-5.288,0.00461,0.816,0.191,0.0426
30,opera,0.639,0.866,-5.554,0.0355,0.0743,0.175,0.0448
31,opera,0.795,0.922,-9.545,0.0132,0.775,0.122,0.0955
32,opera,0.797,0.88,-5.722,0.00298,0.574,0.183,0.0442
33,opera,0.858,0.955,-5.901,0.000629,0.842,0.0691,0.0516
34,opera,0.825,0.851,-4.665,0.00738,0.68,0.0403,0.064
35,opera,0.555,0.962,-4.964,0.155,0.768,0.0538,0.042
36,opera,0.766,0.948,-8.68,0.00619,0.885,0.0457,0.0521
37,opera,0.605,0.779,-7.271,0.000394,0.27,0.152,0.0282
38,opera,0.675,0.807,-4.362,3.69e-05,0.871,0.0618,0.0459
39,opera,0.661,0.793,-6.619,0.00898,0.848,0.191,0.0354
40,opera,0.8,0.963,-4.552,0.000222,0.887,0.0676,0.0377
41,opera,0.898,0.585,-9.684,0.266,0.00658,0.198,0.214
42,opera,0.85,0.981,-6.46,0.000247,0.188,0.166,0.136
43,opera,0.71,0.76,-8.064,0.00292,0.515,0.177,0.0364
44,opera,0.757,0.947,-6.158,0.000648,0.843,0.0528,0.0417
45,opera,0.724,0.898,-8.194,0.00985,0.9,0.249,0.0469
46,opera,0.574,0.967,-5.628,0.195,0.779,0.155,0.046
47,opera,0.808,0.932,-6.49,0.000297,0.572,0.0595,0.0585
48,opera,0.706,0.945,-5.249,0.00123,0.022,0.0422,0.0606
49,opera,0.86,0.547,-7.949,0.129,0.000309,0.057,0.191
50,opera,0.872,0.564,-9.078,0.045,0.405,0.127,0.158
51,opera,0.736,0.79,-6.453,0.00204,0.715,0.114,0.0418
52,opera,0.817,0.933,-8.226,0.0573,0.00362,0.324,0.079
53,opera,0.65,0.875,-5.196,0.00127,0.0596,0.0606,0.036
54,opera,0.874,0.908,-3.573,0.00839,0.0891,0.343,0.0593
55,opera,0.816,0.709,-7.861,0.00414,0.00279,0.118,0.101
56,opera,0.688,0.672,-11.72,0.0381,0.55,0.315,0.0704
57,opera,0.794,0.651,-8.434,0.00985,0.764,0.0778,0.0479
58,opera,0.717,0.935,-6.64,0.000238,0.791,0.332,0.046
59,opera,0.745,0.881,-6.228,0.0396,0.255,0.0704,0.089
60,opera,0.806,0.96,-3.733,0.000101,0.403,0.315,0.0469
61,opera,0.767,0.862,-5.464,0.14,0.0092,0.252,0.0606
62,opera,0.75,0.989,-6.557,0.00784,0.746,0.0497,0.0582
63,opera,0.703,0.962,-4.543,0.0169,1.02e-06,0.124,0.154
64,opera,0.726,0.943,-6.83,0.00247,0.843,0.105,0.0401
65,opera,0.942,0.763,-6.222,0.151,5.82e-06,0.147,0.39
66,opera,0.688,0.907,-6.927,0.358,0.853,0.149,0.0463
67,opera,0.802,0.819,-6.774,0.00885,0.307,0.102,0.0856
68,opera,0.776,0.951,-8.6,0.00388,0.72,0.635,0.0631
69,opera,0.729,0.811,-6.829,0.00473,0.0354,0.644,0.0307
70,opera,0.788,0.773,-6.878,0.0199,0.49,0.13,0.0821
71,opera,0.824,0.782,-6.03,0.0401,0.138,0.335,0.106
72,opera,0.857,0.919,-5.293,0.0216,0.000878,0.373,0.11
73,opera,0.801,0.967,-6.465,0.00229,0.857,0.335,0.0572
74,opera,0.745,0.873,-7.619,0.0367,0.298,0.315,0.0448
75,opera,0.643,0.887,-10.206,0.000254,0.394,0.0557,0.0407
76,opera,0.748,0.913,-7.057,0.0577,6.73e-06,0.136,0.0495
77,opera,0.566,0.868,-6.532,0.00666,0.918,0.0669,0.0487
78,opera,0.778,0.816,-8.331,0.0607,0.88,0.121,0.0497
79,opera,0.681,0.851,-4.96,0.0315,0.0868,0.443,0.0635
80,opera,0.736,0.827,-3.902,0.0199,0.00828,0.351,0.0643
81,opera,0.788,0.96,-4.684,0.00629,0.00673,0.0878,0.0499
82,opera,0.613,0.845,-6.731,0.0156,0.309,0.375,0.0369
83,opera,0.908,0.693,-8.363,0.0314,0.405,0.0918,0.144
84,opera,0.797,0.835,-5.267,0.0015,0.202,0.0891,0.0573
85,opera,0.764,0.953,-5.197,0.00861,0.856,0.0948,0.0448
86,opera,0.844,0.772,-7.936,0.0955,0.12,0.0757,0.0924
87,opera,0.748,0.926,-6.233,0.0494,0.555,0.134,0.0642
88,opera,0.801,0.806,-5.754,0.00176,0.802,0.0966,0.0619
89,opera,0.734,0.856,-5.879,0.0347,0.539,0.456,0.0407
90,opera,0.673,0.837,-5.324,0.0469,1.69e-05,0.109,0.0983
91,opera,0.78,0.914,-5.283,0.00356,0.00701,0.151,0.0435
92,opera,0.831,0.764,-9.071,0.0141,0.062,0.294,0.157
93,opera,0.839,0.627,-5.469,0.000714,0.013,0.221,0.0614
94,opera,0.799,0.937,-7.677,0.00268,0.888,0.044,0.225
95,opera,0.844,0.688,-7.879,0.0129,5.39e-05,0.0492,0.049
96,opera,0.676,0.958,-4.582,0.00151,0.0129,0.249,0.0691
97,opera,0.729,0.934,-5.234,0.0129,0.456,0.125,0.0807
98,opera,0.713,0.876,-5.633,0.0213,0.519,0.0606,0.0376
99,opera,0.682,0.979,-6.353,0.0145,0.707,0.286,0.0894
0,reggae,0.79,0.598,-6.85,0.0984,0.0,0.0932,0.282
1,reggae,0.814,0.482,-10.493,0.0111,1.57e-06,0.0476,0.0588
2,reggae,0.744,0.69,-7.541,0.524,3.15e-06,0.201,0.0571
3,reggae,0.675,0.526,-11.39,0.653,0.000319,0.305,0.0403
4,reggae,0.809,0.736,-6.523,0.376,0.0,0.047,0.2
5,reggae,0.672,0.747,-5.114,0.0207,0.0,0.137,0.122
6,reggae,0.646,0.764,-6.66,0.13,0.0,0.104,0.234
7,reggae,0.869,0.538,-6.239,0.333,0.128,0.162,0.0437
8,reggae,0.916,0.72,-8.548,0.36,0.00016,0.0958,0.1
9,reggae,0.82,0.64,-6.882,0.205,0.0,0.113,0.0543
10,reggae,0.781,0.722,-8.376,0.236,0.000398,0.077,0.0667
11,reggae,0.851,0.514,-13.312,0.292,1.98e-05,0.0683,0.0362
12,reggae,0.865,0.549,-10.083,0.0845,0.156,0.081,0.244
13,reggae,0.848,0.622,-4.086,0.739,0.0,0.104,0.0485
14,reggae,0.957,0.226,-14.606,0.119,0.0358,0.0796,0.0594
15,reggae,0.872,0.688,-4.024,0.2,0.0,0.385,0.123
16,reggae,0.615,0.73,-4.61,0.00707,0.0,0.122,0.175
17,reggae,0.645,0.713,-8.543,0.148,0.0,0.0964,0.165
18,reggae,0.789,0.667,-7.852,0.179,0.0,0.0603,0.283
19,reggae,0.765,0.476,-11.698,0.662,0.0,0.111,0.0359
20,reggae,0.776,0.559,-8.375,0.11,0.0,0.0671,0.103
21,reggae,0.912,0.607,-5.474,0.152,1.28e-06,0.118,0.132
22,reggae,0.74,0.79,-5.868,0.0247,0.0,0.0666,0.186
23,reggae,0.704,0.746,-8.357,0.0857,0.0,0.374,0.0922
24,reggae,0.761,0.486,-8.947,0.688,0.0,0.17,0.254
25,reggae,0.782,0.687,-6.69,0.0573,0.0,0.0718,0.109
26,reggae,0.839,0.463,-4.9,0.936,0.0,0.111,0.0404
27,reggae,0.765,0.555,-7.579,0.409,2.04e-06,0.073,0.374
28,reggae,0.632,0.932,-5.284,0.315,0.0,0.623,0.177
29,reggae,0.46,0.322,-8.382,0.878,1.26e-06,0.114,0.0337
30,reggae,0.617,0.464,-11.918,0.497,7.08e-06,0.0724,0.142
31,reggae,0.796,0.581,-8.767,0.114,0.0,0.205,0.371
32,reggae,0.787,0.728,-7.705,0.0124,0.0,0.157,0.218
33,reggae,0.787,0.87,-8.266,0.294,0.0,0.33,0.181
34,reggae,0.683,0.653,-7.586,0.0326,8.42e-06,0.0578,0.113
35,reggae,0.78,0.427,-8.371,0.128,1.75e-05,0.0697,0.126
36,reggae,0.586,0.791,-4.703,0.168,0.0,0.118,0.231
37,reggae,0.724,0.783,-3.999,0.232,0.0,0.181,0.217
38,reggae,0.904,0.431,-10.14,0.191,0.00179,0.0928,0.116
39,reggae,0.791,0.568,-8.821,0.483,0.0,0.101,0.0476
40,reggae,0.628,0.528,-11.041,0.0619,0.0,0.11,0.286
41,reggae,0.809,0.724,-5.631,0.0703,0.0,0.104,0.114
42,reggae,0.717,0.445,-5.726,0.403,6.83e-05,0.105,0.0666
43,reggae,0.668,0.78,-6.481,0.0487,0.0,0.107,0.0901
44,reggae,0.77,0.672,-5.998,0.0125,0.0432,0.115,0.0539
45,reggae,0.7,0.637,-8.3,0.0657,0.0,0.232,0.185
46,reggae,0.855,0.602,-7.289,0.376,0.0,0.167,0.0595
47,reggae,0.883,0.335,-10.081,0.00209,8.67e-05,0.24,0.195
48,reggae,0.939,0.65,-8.282,0.00557,0.0,0.0429,0.0615
49,reggae,0.729,0.546,-4.484,0.101,0.0,0.097,0.212
